"name","feature_type","description","score"
"VWA2","Gene","von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24709]  VON WILLEBRAND FACTOR A DOMAIN-CONTAINING PROTEIN 2; VWA2 [*618281] (MIM gene record; description: VON WILLEBRAND FACTOR A DOMAIN-CONTAINING PROTEIN 2; VWA2;;AMACO;;COLON CANCER-SECRETED PROTEIN 2; CCSP2,) is an external reference matched to Gene ENSG00000165816","1.0980923"
"MIB2","Gene","MIB E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000197530","1.0980923"
"FZD4","Gene","frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000174804","1.0980923"
"LSM1","Gene","LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]  LSM1 HOMOLOG, mRNA DEGRADATION-ASSOCIATED; LSM1 [*607281] (MIM gene record; description: LSM1 HOMOLOG, mRNA DEGRADATION-ASSOCIATED; LSM1;;LSM1 PROTEIN;;CANCER-ASSOCIATED SM-LIKE PROTEIN; CASM,) is an external reference matched to Gene ENSG00000175324","1.0980923"
"KCMF1","Gene","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]  POTASSIUM CHANNEL MODULATORY FACTOR 1; KCMF1 [*614719] (MIM gene record; description: POTASSIUM CHANNEL MODULATORY FACTOR 1; KCMF1;;DIFFERENTIALLY EXPRESSED IN BRANCHING TUBULOGENESIS 91; DEBT91;;BASIC FIBROBLAST GROWTH FACTOR-INDUCED GENE IN GASTRIC CANCER; FIGC,) is an external reference matched to Gene ENSG00000176407","1.0980923"
"KREMEN1","Gene","kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000183762","1.0980923"
"AMER1","Gene","APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000184675","1.0980923"
"GLDN","Gene","gliomedin [Source:HGNC Symbol;Acc:HGNC:29514]  GLIOMEDIN; GLDN [*608603] (MIM gene record; description: GLIOMEDIN; GLDN;;CANCER-RELATED GENE, LIVER, 2; CRGL2,) is an external reference matched to Gene ENSG00000186417","1.0980923"
"ADH1B","Gene","alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]  ALCOHOL DEPENDENCE [#103780] (MIM morbid record; description: ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000196616","1.0980923"
"RRBP1","Gene","ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000125844","1.0980923"
"STARD8","Gene","StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]  START DOMAIN-CONTAINING PROTEIN 8; STARD8 [*300689] (MIM gene record; description: START DOMAIN-CONTAINING PROTEIN 8; STARD8;;DELETED IN LIVER CANCER 3; DLC3;;STARTGAP3;;KIAA0189,) is an external reference matched to Gene ENSG00000130052","1.0980923"
"E2F2","Gene","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000007968","1.0980923"
"ARMCX3","Gene","armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]","1.0980923"
"FOLR1","Gene","folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]  FOLATE RECEPTOR, ALPHA; FOLR1 [*136430] (MIM gene record; description: FOLATE RECEPTOR, ALPHA; FOLR1;;FOLATE RECEPTOR 1, ADULT;;FOLATE-BINDING PROTEIN, ADULT; FBP;;FOLATE RECEPTOR; FOLR;;OVARIAN CANCER-ASSOCIATED ANTIGEN; MOv18,) is an external reference matched to Gene ENSG00000110195","1.0980923"
"CDK2AP1","Gene","cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]  CDK2-ASSOCIATED PROTEIN 1; CDK2AP1 [*602198] (MIM gene record; description: CDK2-ASSOCIATED PROTEIN 1; CDK2AP1;;DELETED IN ORAL CANCER 1; DOC1,) is an external reference matched to Gene ENSG00000111328","1.0980923"
"ADH1C","Gene","alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]  ALCOHOL DEPENDENCE [#103780] (MIM morbid record; description: ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000248144","1.0980923"
"LINC00958","Gene","long intergenic non-protein coding RNA 958 [Source:HGNC Symbol;Acc:HGNC:48671]  LONG INTERGENIC NONCODING RNA 958; LINC00958 [*618335] (MIM gene record; description: LONG INTERGENIC NONCODING RNA 958; LINC00958;;lincRNA 958;;BLADDER CANCER-ASSOCIATED TRANSCRIPT 2; BLACAT2,) is an external reference matched to Gene ENSG00000251381","1.0980923"
"EEF1G","Gene","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000254772","1.0980923"
"ADAM17","Gene","ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000151694","1.0980923"
"RPS27A","Gene","ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000143947","1.0980784"
"UBB","Gene","ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000170315","1.0980784"
"UBA52","Gene","ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000221983","1.0980784"
"UBC","Gene","ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]  R-HSA-2644602 (Reactome gene record; description: Signaling by NOTCH1 PEST Domain Mutants in Cancer,) is an external reference matched to Gene ENSG00000150991","1.0980784"
"HSP90AA1","Gene","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]  R-HSA-1227990 (Reactome gene record; description: Signaling by ERBB2 in Cancer,) is an external reference matched to Gene ENSG00000080824","1.0980538"
"FGFR2","Gene","fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]  GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED [#613659] (MIM morbid record; description: GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED,) is an external reference matched to Gene ENSG00000066468","1.0979482"
"PDGFRA","Gene","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000134853","1.0978869"
"ESR2","Gene","estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000140009","1.0978869"
"CLTC","Gene","clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000141367","1.0978869"
"VAV1","Gene","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000141968","1.0978869"
"FGFR4","Gene","fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:HGNC:3691]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000160867","1.0978869"
"IGF2R","Gene","insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]  HEPATOCELLULAR CARCINOMA [#114550] (MIM morbid record; description: HEPATOCELLULAR CARCINOMA;;HCC;;CANCER, HEPATOCELLULAR;;LIVER CANCER;;LIVER CELL CARCINOMA; LCC;;HEPATOMA HEPATOBLASTOMA, INCLUDED;;HEPATOBLASTOMA CAUSED BY SOMATIC MUTATION, INCLUDED,) is an external reference matched to Gene ENSG00000197081","1.0978869"
"MAPKAP1","Gene","MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000119487","1.0978869"
"MXI1","Gene","MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]  PROSTATE CANCER [#176807] (MIM morbid record; description: PROSTATE CANCER,) is an external reference matched to Gene ENSG00000119950","1.0978869"
"FLT3","Gene","fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000122025","1.0978869"
"NR4A1","Gene","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000123358","1.0978869"
"STAT5A","Gene","signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000126561","1.0978869"
"MAD1L1","Gene","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]  PROSTATE CANCER [#176807] (MIM morbid record; description: PROSTATE CANCER,) is an external reference matched to Gene ENSG00000002822","1.0978869"
"ELAC2","Gene","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]  PROSTATE CANCER, HEREDITARY, 2; HPC2 [#614731] (MIM morbid record; description: PROSTATE CANCER, HEREDITARY, 2; HPC2,) is an external reference matched to Gene ENSG00000006744","1.0978869"
"HGF","Gene","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000019991","1.0978869"
"FGF10","Gene","fibroblast growth factor 10 [Source:HGNC Symbol;Acc:HGNC:3666]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000070193","1.0978869"
"PMS1","Gene","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]  LYNCH SYNDROME I [#120435] (MIM morbid record; description: LYNCH SYNDROME I;;COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 1; HNPCC1;;COLON CANCER, FAMILIAL NONPOLYPOSIS, TYPE 1; FCC1;;COCA1 LYNCH SYNDROME II, INCLUDED,) is an external reference matched to Gene ENSG00000064933","1.0978869"
"PDGFB","Gene","platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000100311","1.0978869"
"FGF9","Gene","fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000102678","1.0978869"
"PIK3R2","Gene","phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000105647","1.0978869"
"FGF8","Gene","fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000107831","1.0978869"
"PDGFRB","Gene","platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000113721","1.0978869"
"EHBP1","Gene","EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]  PROSTATE CANCER, HEREDITARY, 12; HPC12 [#611868] (MIM morbid record; description: PROSTATE CANCER, HEREDITARY, 12; HPC12,) is an external reference matched to Gene ENSG00000115504","1.0978869"
"STK11","Gene","serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]  PANCREATIC CANCER [#260350] (MIM morbid record; description: PANCREATIC CANCER;;PANCREATIC CARCINOMA;;PANCREATIC ACINAR CARCINOMA,) is an external reference matched to Gene ENSG00000118046","1.0978869"
"CHUK","Gene","component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]  R-HSA-2219528 (Reactome gene record; description: PI3K/AKT Signaling in Cancer,) is an external reference matched to Gene ENSG00000213341","1.0978869"
"CWC27","Gene","CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]  CWC27 SPLICEOSOME-ASSOCIATED CYCLOPHILIN; CWC27 [*617170] (MIM gene record; description: CWC27 SPLICEOSOME-ASSOCIATED CYCLOPHILIN; CWC27;;CWC27 SPLICEOSOME-ASSOCIATED PROTEIN, S. CEREVISIAE, HOMOLOG OF;;SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 10: SDCCAG10;;NY-CO-10,) is an external reference matched to Gene ENSG00000153015","1.0978869"
"MUTYH","Gene","mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]  GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED [#613659] (MIM morbid record; description: GASTRIC CANCER GASTRIC CANCER, INTESTINAL, INCLUDED,) is an external reference matched to Gene ENSG00000132781","1.0978712"
"STARD13","Gene","StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]  START DOMAIN-CONTAINING PROTEIN 13; STARD13 [*609866] (MIM gene record; description: START DOMAIN-CONTAINING PROTEIN 13; STARD13;;DELETED IN LIVER CANCER 2; DLC2,) is an external reference matched to Gene ENSG00000133121","1.0978712"
"PDZD2","Gene","PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]  PDZ DOMAIN-CONTAINING 2; PDZD2 [*610697] (MIM gene record; description: PDZ DOMAIN-CONTAINING 2; PDZD2;;PLAKOPHILIN-RELATED ARMADILLO REPEAT PROTEIN-INTERACTING PDZ PROTEIN; PAPIN;;PIN1;;ACTIVATED IN PROSTATE CANCER; AIPC;;KIAA0300,) is an external reference matched to Gene ENSG00000133401","1.0978712"
"TMEM8B","Gene","transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]  TRANSMEMBRANE PROTEIN 8B; TMEM8B [*616888] (MIM gene record; description: TRANSMEMBRANE PROTEIN 8B; TMEM8B;;NASOPHARYNGEAL CANCER-RELATED GENE 6; NGX6;;NAG5,) is an external reference matched to Gene ENSG00000137103","1.0978712"
"FRS3","Gene","fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000137218","1.0978712"
"CCDC33","Gene","coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]  COILED-COIL DOMAIN-CONTAINING PROTEIN 33; CCDC33 [*618525] (MIM gene record; description: COILED-COIL DOMAIN-CONTAINING PROTEIN 33; CCDC33;;CANCER/TESTIS ANTIGEN 61; CT61,) is an external reference matched to Gene ENSG00000140481","1.0978712"
"FZD6","Gene","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]  R-HSA-4791275 (Reactome gene record; description: Signaling by WNT in cancer,) is an external reference matched to Gene ENSG00000164930","1.0978712"
"NEMF","Gene","nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]  NUCLEAR EXPORT MEDIATOR FACTOR; NEMF [*608378] (MIM gene record; description: NUCLEAR EXPORT MEDIATOR FACTOR; NEMF;;SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 1; SDCCAG1;;NY-CO-1,) is an external reference matched to Gene ENSG00000165525","1.0978712"
"ENTR1","Gene","endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]  ENDOSOME-ASSOCIATED TRAFFICKING REGULATOR 1; ENTR1 [*618289] (MIM gene record; description: ENDOSOME-ASSOCIATED TRAFFICKING REGULATOR 1; ENTR1;;SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 3; SDCCAG3,) is an external reference matched to Gene ENSG00000165689","1.0978712"
"ALKBH3","Gene","alkB homolog 3, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]  AlkB HOMOLOG 3, ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE; ALKBH3 [*610603] (MIM gene record; description: AlkB HOMOLOG 3, ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE; ALKBH3;;AlkB, E. COLI, HOMOLOG OF, 3;;PROSTATE CANCER ANTIGEN 1; PCA1;;DEPC1;;ABH3,) is an external reference matched to Gene ENSG00000166199","1.0978712"
"HID1","Gene","HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]","1.0978712"
"CHRNA5","Gene","cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]  SMOKING AS A QUANTITATIVE TRAIT LOCUS 3; SQTL3 [#612052] (MIM morbid record; description: SMOKING AS A QUANTITATIVE TRAIT LOCUS 3; SQTL3;;NICOTINE DEPENDENCE, SUSCEPTIBILITY TO  LUNG CANCER SUSCEPTIBILITY 2, INCLUDED; LNCR2, INCLUDED,) is an external reference matched to Gene ENSG00000169684","1.0978712"
"CDC26","Gene","cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]  R-HSA-9687136 (Reactome gene record; description: Aberrant regulation of mitotic exit in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000176386","1.0978712"
"HIP1","Gene","huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:4913]  R-HSA-9700206 (Reactome gene record; description: Signaling by ALK in cancer,) is an external reference matched to Gene ENSG00000127946","1.0978712"
"TAS2R16","Gene","taste 2 receptor member 16 [Source:HGNC Symbol;Acc:HGNC:14921]  ALCOHOL DEPENDENCE [#103780] (MIM morbid record; description: ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED,) is an external reference matched to Gene ENSG00000128519","1.0978712"
"CDKN1C","Gene","cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]  R-HSA-9659787 (Reactome gene record; description: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,) is an external reference matched to Gene ENSG00000129757","1.0978712"
"USHBP1","Gene","USH1 protein network component harmonin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24058]  USH1C-BINDING PROTEIN 1; USHBP1 [*611810] (MIM gene record; description: USH1C-BINDING PROTEIN 1; USHBP1;;MUTATED IN COLON CANCER 2; MCC2,) is an external reference matched to Gene ENSG00000130307","1.0978712"
"SYT7","Gene","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]  SYNAPTOTAGMIN 7; SYT7 [*604146] (MIM gene record; description: SYNAPTOTAGMIN 7; SYT7;;PROSTATE CANCER-ASSOCIATED PROTEIN 7; PCANAP7;;IPCA7,) is an external reference matched to Gene ENSG00000011347","1.0978712"
